,AIS_ID,admission_points,admissions_points_ext,education_achieved,sex,nationality,admission_from,study_programme,age,graduation_year,VŠP_štúdium,FYZ_B,OOP_B,PAM_B,PRPR_B,ZPRPR2_B,TZIV_B,ADM_B,AJ_B,MA_B,MIP_B,PPI_B,attd_FYZ_B,attd_OOP_B,attd_PRPR_B,attd_ZPRPR2_B,attd_TZIV_B,attd_ADM_B,attd_AJ_B,attd_MA_B,attd_MIP_B,attd_PPI_B,end_type,school_general_rating,school_math_rating,school_foreign_lang_rating,school_university_admissions_rating,school_finance_sources_rating,school_pedagogical_team
733,79648,81.14775440528553,False,5,0,1,2,0,24,2015.0,2.09,2.041399333962563,1.5827986679251265,1.9586006660374369,1.1241980018876898,0.0,1.5,2.5,1.0413993339625631,1.6241980018876898,1.5,1.0,11,12,11,0,2,0,11,0,8,12,1,5.6,6.06,6.53,8.68,6.77,3.63
734,73697,62.8,False,5,0,1,2,0,24,2014.0,2.11,2.0,1.5,1.5,2.0,0.0,0.0,1.5,1.5,1.0,1.5,2.0,14,12,11,0,0,4,12,0,12,12,1,4.66,9.07,6.73,8.23,6.76,3.61
735,79620,84.8,False,5,0,1,2,0,24,2015.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,0,7,0,0,0,4,0,8,10,0,4.66,9.07,6.73,8.23,6.76,3.61
736,85951,76.9,False,5,0,1,2,0,22,2016.0,1.5,4.0,4.0,1.5,2.5,0.0,4.0,4.0,1.5,2.5,1.5,2.5,13,11,34,0,10,11,12,24,11,24,0,4.66,9.07,6.73,8.23,6.76,3.61
737,85951,76.9,False,5,0,1,2,0,22,2016.0,1.5,4.0,4.0,1.5,2.5,0.0,4.0,4.0,1.5,2.5,1.5,2.5,13,11,34,0,10,11,12,24,11,24,0,4.66,9.07,6.73,8.23,6.76,3.61
738,73702,72.66168538734428,False,5,0,1,2,0,25,2014.0,2.52,1.955233598930099,2.1517445329766995,1.3258722664883498,2.0,0.0,0.0,1.0,1.6517445329766995,1.0,1.3258722664883498,2.1517445329766995,6,11,20,0,0,12,11,0,10,12,1,4.66,9.07,6.73,8.23,6.76,3.61
739,73691,76.72797142312027,False,5,0,1,2,0,25,2014.0,1.99,0.6192638152818096,1.5,1.206421271760603,2.1032106358803015,0.0,0.0,1.1032106358803015,1.206421271760603,1.3096319076409049,1.1032106358803015,1.706421271760603,2,11,11,0,0,10,12,0,10,12,1,4.66,9.07,6.73,8.23,6.76,3.61
740,73699,68.4,False,5,0,1,2,6,26,2014.0,3.0,4.0,4.0,0.0,4.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,6,1,13,0,0,4,11,0,9,0,0,5.04,4.14,4.9,5.06,8.28,4.02
741,86001,50.5,False,5,0,1,2,0,23,2016.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,2.0,4.0,0,0,11,0,0,0,13,0,11,12,0,5.04,4.14,4.9,5.06,8.28,4.02
742,73702,61.76,False,3,0,1,2,1,25,2014.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0,0,0,0,0,0,12,0,0,0,0,5.53,0.0,5.59,2.64,4.87,2.12
743,79714,68.16,False,2,0,1,2,1,25,2015.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,5.53,0.0,5.59,2.64,4.87,2.12
744,79714,68.16,False,3,0,1,1,1,25,2015.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,5.53,0.0,5.59,2.64,4.87,2.12
745,73704,87.6,False,5,0,1,2,0,24,2014.0,2.35,3.0,1.5,2.0,2.5,0.0,0.0,1.5,2.0,2.5,1.5,2.5,14,12,11,0,0,4,12,0,12,12,1,3.99,7.03,7.28,5.76,7.01,3.28
746,74225,87.6,False,5,0,1,2,0,25,2014.0,2.2,3.0,4.0,1.0,4.0,0.0,0.0,2.5,2.5,2.5,1.0,2.0,10,20,20,0,0,0,11,0,11,12,0,3.99,7.03,7.28,5.76,7.01,3.28
747,85890,91.8,False,5,0,1,2,0,23,2016.0,1.91,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.5,0.0,2.0,2.0,0,0,11,0,0,0,10,0,9,12,0,3.99,7.03,7.28,5.76,7.01,3.28
748,73709,63.087516930276784,False,5,0,1,2,0,25,2014.0,2.35,3.0,2.5,2.090230666869087,2.590230666869087,0.0,1.7706920006072613,1.8853460003036306,2.0,2.180461333738174,1.5,2.7951153334345435,12,11,16,0,5,6,11,0,17,12,1,3.99,7.03,7.28,5.76,7.01,3.28
749,73706,38.4,False,5,0,1,2,6,24,2014.0,2.23,3.0,3.0,0.0,3.0,0.0,0.0,1.5,2.0,2.5,2.0,1.5,25,12,12,0,0,4,11,0,10,0,0,5.23,5.89,5.86,6.62,7.12,2.25
750,73721,73.9,False,5,0,1,2,0,25,2014.0,2.38,4.0,2.5,2.5,3.0,0.0,4.0,1.5,2.5,3.0,1.5,2.0,24,11,11,0,5,3,12,0,21,12,0,5.23,5.89,5.86,6.62,7.12,2.25
751,74246,90.9,False,5,0,1,2,0,25,2014.0,2.36,2.5,2.5,2.0,4.0,0.0,0.0,1.0,1.5,3.0,1.5,2.5,13,20,23,0,0,24,12,0,9,12,0,5.23,5.89,5.86,6.62,7.12,2.25
752,79479,79.7,False,5,0,1,0,1,26,2013.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,4,0,0,5,0,0,0,0,5.23,5.89,5.86,6.62,7.12,2.25
753,79764,77.0,False,5,0,1,2,0,24,2015.0,2.32,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.5,0.0,1.5,3.0,0,0,12,0,0,0,11,0,10,12,0,5.23,5.89,5.86,6.62,7.12,2.25
754,79827,68.0,False,5,0,1,2,0,24,2015.0,1.91,2.0,2.5,1.0,2.0,0.0,1.0,2.0,1.0,2.5,1.5,1.5,13,12,12,0,0,0,11,0,12,12,0,5.23,5.89,5.86,6.62,7.12,2.25
755,85757,56.5,False,5,0,1,2,0,23,2016.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,5,0,0,0,4,6,3,6,0,5.23,5.89,5.86,6.62,7.12,2.25
756,85921,72.0,False,5,0,1,2,4,23,2016.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,12,0,0,0,13,0,7,11,0,5.23,5.89,5.86,6.62,7.12,2.25
757,92134,70.4,False,5,0,1,2,0,22,2017.0,2.41,4.0,4.0,2.5,2.0,0.0,3.0,2.5,1.5,2.5,3.0,0.0,11,7,23,0,12,13,12,13,4,15,0,5.23,5.89,5.86,6.62,7.12,2.25
758,73710,70.24,False,4,0,1,2,7,25,2014.0,2.52,3.0,2.5,2.0,0.0,2.0,3.0,3.0,1.0,2.5,1.5,2.0,13,12,0,11,0,0,12,0,0,12,0,6.97,6.47,7.84,7.24,5.7,3.26
759,74063,56.9,False,4,0,1,2,6,25,2014.0,2.67,4.0,4.0,0.0,4.0,0.0,0.0,2.5,0.0,3.0,4.0,0.0,12,12,23,0,0,0,0,0,11,0,0,6.97,6.47,7.84,7.24,5.7,3.26
760,74268,56.56,True,4,0,1,2,1,25,2014.0,2.11,3.0,2.5,2.0,0.0,1.5,3.0,3.0,2.0,2.5,1.5,1.5,13,12,0,12,9,0,4,0,8,11,1,6.97,6.47,7.84,7.24,5.7,3.26
761,74289,59.12,False,4,0,1,2,1,26,2014.0,2.22,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,1.5,1.5,13,12,0,10,9,0,4,0,8,12,0,6.97,6.47,7.84,7.24,5.7,3.26
762,74582,76.8,False,4,0,1,2,1,25,2014.0,2.17,3.0,2.5,1.5,0.0,1.5,2.5,2.5,1.0,2.5,1.0,1.0,25,12,0,11,0,0,12,0,0,12,1,6.97,6.47,7.84,7.24,5.7,3.26
763,79529,91.7,False,4,0,1,0,7,25,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,0,0,0,6.97,6.47,7.84,7.24,5.7,3.26
764,79585,61.5,False,4,0,1,2,6,25,2015.0,0.0,3.0,2.5,1.5,3.0,0.0,3.0,3.0,1.0,3.0,1.5,1.5,25,12,12,0,9,0,0,0,10,12,0,6.97,6.47,7.84,7.24,5.7,3.26
765,79649,68.64,False,4,0,1,2,1,24,2015.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0,0,0,6,0,0,4,0,0,0,0,6.97,6.47,7.84,7.24,5.7,3.26
766,79659,79.6,False,4,0,1,2,1,24,2015.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,0,0,0,0,0,0,0,6.97,6.47,7.84,7.24,5.7,3.26
767,79672,77.12,False,4,0,1,2,6,25,2015.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1,0,12,0,0,0,11,0,10,11,0,6.97,6.47,7.84,7.24,5.7,3.26
768,79726,94.2,False,4,0,1,2,1,24,2015.0,2.24,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,4.0,4.0,0,0,0,10,0,0,4,0,8,8,0,6.97,6.47,7.84,7.24,5.7,3.26
769,79817,74.56,False,4,0,1,2,7,25,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,6.97,6.47,7.84,7.24,5.7,3.26
770,82504,87.9,False,4,0,1,2,1,24,2015.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,6.97,6.47,7.84,7.24,5.7,3.26
771,85889,98.1,False,4,0,1,2,1,24,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,6.97,6.47,7.84,7.24,5.7,3.26
772,85893,76.0,False,4,0,1,2,1,22,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,6.97,6.47,7.84,7.24,5.7,3.26
773,87252,0.0,False,4,0,1,2,2,23,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,6.97,6.47,7.84,7.24,5.7,3.26
774,74260,61.16996747623732,True,5,0,1,2,0,25,2014.0,1.68,2.5445364077530788,1.178145631012315,1.5,2.0890728155061575,0.0,0.0,1.0445364077530788,1.9554635922469212,1.9554635922469212,1.0,1.5445364077530788,13,10,12,0,0,22,12,0,9,12,1,6.97,6.47,7.84,7.24,5.7,3.26
775,74272,59.27628903957408,False,5,0,1,2,0,25,2014.0,2.11,1.763490456939408,1.763490456939408,1.5,2.381745228469704,0.0,0.0,1.190872614234852,1.5,1.5,1.0,1.690872614234852,13,10,12,0,0,16,12,0,9,12,1,6.97,6.47,7.84,7.24,5.7,3.26
776,74587,79.46266128753851,False,5,0,1,2,0,25,2014.0,2.06,1.888545764565352,2.082818646848028,1.194272882282676,3.0,0.0,0.0,1.0,1.611454235434648,2.082818646848028,1.0,2.388545764565352,12,8,12,0,0,22,7,0,8,10,1,6.97,6.47,7.84,7.24,5.7,3.26
777,73712,50.6,False,5,0,1,2,0,25,2014.0,2.79,4.0,3.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,3.0,4.0,10,12,24,0,0,4,12,0,12,24,0,5.88,3.69,7.85,6.12,7.03,2.89
778,73916,44.5,False,5,0,1,2,0,25,2014.0,1.92,2.5,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.5,1.0,2.0,14,12,12,0,0,12,0,0,11,12,1,5.88,3.69,7.85,6.12,7.03,2.89
779,74179,44.5,False,5,1,1,2,0,24,2014.0,2.39,3.0,2.5,2.0,3.0,0.0,0.0,1.5,1.0,3.0,1.0,2.5,12,12,11,0,0,12,0,0,12,12,1,5.88,3.69,7.85,6.12,7.03,2.89
780,74285,44.5,False,5,0,1,2,0,25,2014.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0,0,6,0,0,2,13,0,7,7,0,5.88,3.69,7.85,6.12,7.03,2.89
781,74364,99.4,False,5,0,1,2,7,25,2014.0,2.65,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,12,0,0,13,0,0,0,0,5.88,3.69,7.85,6.12,7.03,2.89
782,75086,68.4,False,5,1,1,2,0,25,2014.0,2.12,3.0,3.0,1.5,2.0,0.0,0.0,1.5,1.5,3.0,1.5,2.0,25,12,24,0,0,11,11,0,10,12,1,5.88,3.69,7.85,6.12,7.03,2.89
783,77641,50.6,True,5,0,1,2,0,24,2014.0,2.2,2.5,2.5,1.5,1.0,0.0,2.0,2.5,1.0,3.0,1.0,2.5,24,12,11,0,9,12,12,0,10,12,1,5.88,3.69,7.85,6.12,7.03,2.89
784,79605,50.8,False,5,0,1,2,0,23,2015.0,1.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.5,0.0,4.0,4.0,0,0,11,0,0,0,11,0,7,12,0,5.88,3.69,7.85,6.12,7.03,2.89
785,75130,76.60432121880869,False,5,0,1,2,0,25,2014.0,2.28,0.811296365642608,1.5,1.2295678781191306,1.3521606094043468,0.688703634357392,0.688703634357392,1.7295678781191306,1.5,1.7295678781191306,1.5,1.0,7,10,5,5,5,0,12,0,10,12,1,5.88,3.69,7.85,6.12,7.03,2.89
786,75093,73.43165245587456,False,5,0,1,2,0,25,2014.0,2.21,0.25546229679569965,1.54257704946595,1.45742295053405,0.25546229679569965,1.3722688516021502,1.3722688516021502,2.04257704946595,1.5,2.0851540989319,1.54257704946595,1.1277311483978498,0,11,0,10,10,0,12,0,8,11,1,5.88,3.69,7.85,6.12,7.03,2.89
787,75023,93.30359772571985,False,5,0,1,2,0,24,2014.0,2.21,1.846612194882107,1.7689252034119285,1.7310747965880715,2.6533878051178927,0.0,0.4621495931761428,1.346612194882107,1.5,2.2310747965880715,1.3844626017059642,2.0,14,11,10,0,2,2,10,0,9,11,1,5.88,3.69,7.85,6.12,7.03,2.89
788,75158,78.6214118593249,False,5,0,1,2,0,25,2014.0,2.12,1.5397983058107296,1.5397983058107296,1.0132661019369098,2.48673389806309,0.0,0.0,1.5,1.5,1.5397983058107296,1.5,1.0265322038738196,13,10,10,0,0,0,11,0,11,12,1,5.88,3.69,7.85,6.12,7.03,2.89
789,75123,73.78197241838011,False,5,0,1,2,0,25,2014.0,1.58,2.2311467973742705,2.2311467973742705,1.2437155991247568,2.256284400875243,0.0,0.0,1.5,1.5,2.2311467973742705,1.5,1.4874311982495136,18,10,16,0,0,5,11,0,11,12,1,5.88,3.69,7.85,6.12,7.03,2.89
790,75073,71.3221132631692,False,5,0,1,2,0,25,2014.0,2.21,3.0,2.5997105118946306,1.7001447440526847,1.8999276279736577,0.0,0.4002894881053696,1.7001447440526847,1.5,3.0,1.3999276279736577,2.0,24,11,21,0,2,10,10,0,9,11,1,5.88,3.69,7.85,6.12,7.03,2.89
791,73719,59.8,False,3,0,1,2,1,28,2013.0,2.08,0.0,4.0,4.0,0.0,1.5,4.0,4.0,1.0,4.0,1.5,4.0,0,11,0,20,0,4,12,11,0,14,0,4.39,2.81,5.75,6.06,5.78,1.73
792,73719,59.8,False,3,0,1,2,1,28,2013.0,2.08,0.0,4.0,4.0,0.0,1.5,4.0,4.0,1.0,4.0,1.5,4.0,0,11,0,20,0,4,12,11,0,14,0,4.39,2.81,5.75,6.06,5.78,1.73
793,74288,77.52,False,3,0,1,2,1,25,2014.0,2.1,3.0,2.5,2.0,0.0,2.0,1.5,2.5,1.0,3.0,2.0,2.5,13,12,0,12,9,0,12,0,8,11,1,4.39,2.81,5.75,6.06,5.78,1.73
794,79729,68.64,False,3,0,1,2,1,24,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,4.39,2.81,5.75,6.06,5.78,1.73
795,79788,77.92,False,3,0,1,0,1,24,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,4.39,2.81,5.75,6.06,5.78,1.73
796,73875,65.52,False,3,0,1,2,1,26,2014.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0,0,0,0,0,0,11,0,0,0,0,2.39,3.32,2.08,5.16,4.87,2.69
797,73881,63.68,False,3,0,1,2,1,25,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,12,0,0,0,0,2.39,3.32,2.08,5.16,4.87,2.69
798,74052,70.24,False,3,0,1,2,1,25,2014.0,2.44,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.5,0.0,0.0,0.0,0,0,0,1,0,0,12,0,0,0,0,2.39,3.32,2.08,5.16,4.87,2.69
799,73876,87.6,False,5,0,1,2,0,25,2014.0,1.46,1.5,1.5,1.0,2.5,0.0,0.0,1.0,1.5,1.0,1.0,1.5,14,12,12,0,0,12,13,0,10,12,1,5.16,4.33,5.88,8.02,6.86,3.23
800,73915,78.9,False,5,0,1,2,0,24,2014.0,1.16,0.0,1.0,1.0,1.5,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0,11,12,0,0,24,12,0,9,12,1,5.16,4.33,5.88,8.02,6.86,3.23
801,73922,44.5,False,5,0,1,2,0,25,2014.0,2.52,4.0,2.5,2.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,9,10,11,0,0,22,12,0,8,11,0,5.16,4.33,5.88,8.02,6.86,3.23
802,73923,68.4,False,5,0,1,2,0,24,2014.0,2.6,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,4.0,4.0,4.0,0,0,11,0,0,20,12,0,7,9,0,5.16,4.33,5.88,8.02,6.86,3.23
803,73960,73.9,True,5,0,1,2,0,25,2014.0,2.3,3.0,2.0,2.5,2.5,0.0,0.0,2.0,2.0,2.5,1.5,2.5,12,11,11,0,0,11,11,0,10,12,1,5.16,4.33,5.88,8.02,6.86,3.23
804,74101,56.9,False,5,0,1,2,0,26,2014.0,2.58,4.0,3.0,2.0,4.0,0.0,4.0,3.0,1.5,3.0,2.0,3.0,23,11,25,0,8,0,13,0,10,12,0,5.16,4.33,5.88,8.02,6.86,3.23
805,74169,99.1,False,5,0,1,2,0,26,2014.0,1.6,0.0,1.0,1.5,1.5,0.0,0.0,1.5,1.0,1.5,1.5,1.5,0,12,11,0,0,0,9,0,10,12,1,5.16,4.33,5.88,8.02,6.86,3.23
806,74270,83.6,False,5,0,1,2,0,26,2014.0,1.99,2.0,2.0,2.0,2.5,0.0,0.0,1.0,2.0,1.5,1.0,2.5,13,11,12,0,0,24,12,0,9,12,1,5.16,4.33,5.88,8.02,6.86,3.23
807,74346,73.9,False,5,1,1,2,0,26,2014.0,1.71,2.0,1.5,1.5,2.5,0.0,0.0,1.5,2.0,1.0,1.0,1.5,12,10,12,0,0,11,11,0,9,12,1,5.16,4.33,5.88,8.02,6.86,3.23
808,74588,93.8,False,5,0,1,2,0,25,2014.0,1.83,1.5,1.5,1.0,3.0,0.0,0.0,1.0,2.0,1.5,1.0,2.0,13,10,12,0,0,24,12,0,9,12,1,5.16,4.33,5.88,8.02,6.86,3.23
809,79563,87.9,False,5,0,1,2,0,23,2015.0,1.55,0.0,1.0,1.5,1.0,0.0,1.5,1.5,1.0,1.0,1.5,1.0,0,12,9,0,9,0,12,0,0,12,1,5.16,4.33,5.88,8.02,6.86,3.23
810,85830,72.0,False,5,0,1,2,0,22,2016.0,2.88,4.0,4.0,4.0,4.0,0.0,4.0,3.0,2.0,4.0,3.0,3.0,5,4,13,0,8,0,7,0,5,11,0,5.16,4.33,5.88,8.02,6.86,3.23
811,85955,56.5,False,5,0,1,2,0,22,2016.0,2.55,2.5,3.0,2.5,2.0,0.0,3.0,3.0,2.0,2.5,2.0,2.5,23,22,24,0,12,12,25,13,12,22,0,5.16,4.33,5.88,8.02,6.86,3.23
812,85955,56.5,False,5,0,1,4,0,22,2016.0,2.55,2.5,3.0,2.5,2.0,0.0,3.0,3.0,2.0,2.5,2.0,2.5,23,22,24,0,12,12,25,13,12,22,0,5.16,4.33,5.88,8.02,6.86,3.23
813,86033,99.3,False,5,0,1,2,0,22,2016.0,2.75,3.0,3.0,2.5,2.0,0.0,2.5,2.5,1.5,2.5,2.5,2.5,20,18,28,0,14,13,13,13,13,24,0,5.16,4.33,5.88,8.02,6.86,3.23
814,86033,99.3,False,5,0,1,3,0,22,2016.0,2.75,3.0,3.0,2.5,2.0,0.0,2.5,2.5,1.5,2.5,2.5,2.5,20,18,28,0,14,13,13,13,13,24,0,5.16,4.33,5.88,8.02,6.86,3.23
815,92784,29.6,True,5,0,1,2,0,22,2017.0,1.83,3.0,2.0,1.5,1.0,0.0,2.0,3.0,2.5,2.0,2.0,1.0,12,12,11,0,10,13,12,13,2,12,0,5.16,4.33,5.88,8.02,6.86,3.23
816,73952,87.6,False,5,0,1,2,0,25,2014.0,2.3,1.0947233346090837,1.810553330781833,1.189446669218167,2.0,0.0,0.0,1.4052766653909163,1.5,2.3105533307818327,1.4052766653909163,1.5,12,12,11,0,0,13,11,0,9,12,1,5.16,4.33,5.88,8.02,6.86,3.23
817,74177,83.78379589096511,True,5,0,1,2,0,25,2014.0,1.6,2.477025513629361,1.9540510272587224,1.0,1.977025513629361,0.0,0.0,1.977025513629361,1.477025513629361,1.522974486370639,1.5,1.5,12,12,11,0,0,0,11,0,10,12,1,5.16,4.33,5.88,8.02,6.86,3.23
818,74158,95.77716219422655,False,5,0,1,2,0,25,2014.0,2.09,2.9318142622066152,2.0681857377933848,1.9318142622066152,2.9318142622066152,0.0,0.0,1.2045572133801548,1.5,2.9318142622066152,2.0681857377933848,2.4318142622066152,13,12,11,0,0,0,11,0,10,12,1,5.16,4.33,5.88,8.02,6.86,3.23
819,73903,76.21264023522912,False,5,0,1,2,0,25,2014.0,1.94,2.7569947445799055,2.486010510840189,1.5,2.7430052554200945,0.0,0.0,1.486010510840189,2.0,2.7569947445799055,1.0,2.0,14,12,12,0,0,24,12,0,9,12,1,5.16,4.33,5.88,8.02,6.86,3.23
820,74339,86.7620080104599,False,5,0,1,2,0,25,2014.0,1.98,1.4778542819786087,2.238927140989304,1.5,1.9926180939928697,0.0,0.0,1.4926180939928697,1.7463090469964349,1.4926180939928697,1.0,1.7463090469964349,6,11,17,0,0,11,11,0,9,12,1,5.16,4.33,5.88,8.02,6.86,3.23
821,73948,65.78859986353812,True,5,0,1,2,0,25,2014.0,1.43,2.6346216154746904,2.3653783845253096,1.7692432309493809,2.8653783845253096,0.0,0.0,2.3653783845253096,1.6346216154746904,2.8653783845253096,1.1346216154746904,2.5,12,11,11,0,0,11,12,0,10,12,1,5.16,4.33,5.88,8.02,6.86,3.23
822,74363,68.32869803337812,False,5,0,1,2,0,26,2014.0,2.48,3.0,2.563790151397782,1.5,3.0,0.0,0.2551606055911275,1.9362098486022181,2.5,3.0,1.1275803027955638,1.6275803027955638,11,10,11,0,1,3,11,0,8,21,1,5.16,4.33,5.88,8.02,6.86,3.23
823,73876,94.87221115403113,False,5,0,1,2,0,25,2014.0,1.71,2.5800313595095736,1.860010453169858,1.7200209063397158,2.139989546830142,0.0,0.0,1.360010453169858,1.5,2.0800313595095736,1.0,1.860010453169858,14,12,11,0,0,6,12,0,11,12,1,5.16,4.33,5.88,8.02,6.86,3.23
824,74266,75.25093910483486,False,5,0,1,2,0,26,2014.0,1.47,2.4303639636683063,2.0,2.0,2.5,0.0,1.2910918910049192,2.291091891004919,1.5696360363316937,2.3607279273366126,1.0,2.9303639636683063,11,8,10,0,10,20,12,0,8,11,1,5.16,4.33,5.88,8.02,6.86,3.23
825,73943,62.98778163452036,False,5,0,1,2,0,25,2014.0,2.29,2.4832337826321105,2.5,1.5167662173678897,2.9832337826321105,0.0,0.0,2.4664675652642205,1.5167662173678897,2.9664675652642205,1.050298652103669,2.5167662173678895,12,10,12,0,0,11,12,0,10,11,1,5.16,4.33,5.88,8.02,6.86,3.23
826,74266,84.49961085163922,False,5,0,1,2,0,25,2014.0,1.99,2.0,2.0,1.9383828183808747,2.5,0.0,0.0,1.0,2.0,1.5,1.0,2.438382818380875,13,10,12,0,0,24,12,0,9,12,1,5.16,4.33,5.88,8.02,6.86,3.23
827,74274,76.831149160084,False,5,0,1,2,0,24,2014.0,1.68,2.7931149160083986,2.0,2.0,2.7931149160083986,0.0,0.6206552519748041,2.2068850839916014,1.5,2.7931149160083986,1.0,2.7068850839916014,19,9,11,0,4,22,12,0,8,11,1,5.16,4.33,5.88,8.02,6.86,3.23
828,74344,88.6950104841219,False,5,0,1,2,0,25,2014.0,1.81,2.2624987518902517,1.8937481278353774,1.1312493759451259,1.7624987518902517,0.0,0.0,1.2624987518902517,1.6312493759451259,2.3687506240548744,1.0,2.0,13,11,14,0,0,11,10,0,9,11,1,5.16,4.33,5.88,8.02,6.86,3.23
829,73879,58.0,False,5,1,1,2,1,25,2014.0,2.59,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,11,0,0,12,0,0,0,0,7.93,6.3,7.86,4.62,6.89,2.85
830,74090,81.0,False,5,0,1,2,0,28,2011.0,2.46,3.0,2.5,2.0,3.0,0.0,2.5,1.0,1.0,3.0,1.0,3.0,19,11,11,0,11,11,13,0,11,24,0,7.93,6.3,7.86,4.62,6.89,2.85
831,74209,68.4,False,5,0,1,2,0,26,2014.0,1.62,1.5,1.5,1.0,2.5,0.0,0.0,1.5,2.0,1.0,1.0,1.0,13,10,10,0,0,0,12,0,11,12,1,7.93,6.3,7.86,4.62,6.89,2.85
832,74372,73.5,False,5,0,1,0,6,29,2010.0,1.98,3.0,2.0,0.0,2.0,0.0,0.0,1.5,1.5,2.5,2.0,1.5,12,11,12,0,0,12,0,0,10,0,0,7.93,6.3,7.86,4.62,6.89,2.85
833,79604,69.6,False,5,0,1,2,0,33,2006.0,2.09,3.0,4.0,2.0,4.0,0.0,4.0,2.5,1.0,3.0,1.0,1.0,12,22,29,0,23,0,4,0,11,24,0,7.93,6.3,7.86,4.62,6.89,2.85
834,79604,69.6,False,5,0,1,0,0,33,2006.0,2.09,3.0,4.0,2.0,4.0,0.0,4.0,2.5,1.0,3.0,1.0,1.0,12,22,29,0,23,0,4,0,11,24,0,7.93,6.3,7.86,4.62,6.89,2.85
835,92059,91.2,False,5,1,1,2,0,23,2017.0,0.0,4.0,3.0,2.5,0.0,2.0,4.0,4.0,1.5,3.0,3.0,4.0,13,12,0,12,13,12,12,11,6,12,0,7.93,6.3,7.86,4.62,6.89,2.85
836,92796,39.0,False,5,1,1,2,0,23,2017.0,2.03,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.5,0.0,0.0,0.0,0,0,0,3,0,0,12,0,0,0,0,7.93,6.3,7.86,4.62,6.89,2.85
